title,developer,publisher,release_date,mode
Conception II: Children of the Seven Stars,Spike Chunsoft[1],"JP Spike Chunsoft
NA Atlus[1]
EU Atlus[2]",No data,Single-player
Colin McRae Rally series,"Codemasters, Ideaworks Game Studio (N-Gage version)
Feral Interactive (Mac OS X)","Codemasters
Feral Interactive (Mac OS X)",No data,No data
Tales of Xillia 2,Bandai Namco Games,Bandai Namco Games,No data,"Single player, co-op multiplayer"
Final Fantasy XIII,Square Enix,Square Enix,No data,Single-player
Ryse: Son of Rome,Crytek Frankfurt,"Microsoft Studios (Xbox One)
Crytek (PC digital)
Deep Silver (PC retail)",No data,"Single-player, multiplayer"
Ace Combat Infinity,Namco,Bandai Namco Games,No data,"Single-player, multiplayer"
Story of Seasons,Marvelous AQL,"JP Marvelous AQL
NA Xseed Games",No data,Single-player
Shadows: Heretic Kingdoms,Games Farm,bitComposer Games,No data,No data
"Sir, You Are Being Hunted",Big Robot,No data,No data,Single-player
NBA 2K15,Visual Concepts,2K Sports,No data,"Single-player, multiplayer"
"Sonic Boom: Rise of Lyric
Sonic Boom: Shattered Crystal","Big Red Button Entertainment (Wii U)
Sanzaru Games (3DS)",Sega,No data,No data
Starbound,Chucklefish Games,Chucklefish Games,No data,"Single-player, multiplayer"
Sherlock Holmes: Crimes and Punishments,Frogwares,Focus Home Interactive,No data,Single-player
Entwined,Pixelopus,Sony Computer Entertainment,No data,Single-player
Minecraft,"Mojang
4J Studios (console versions[1])","Mojang (PC, Mobile)
Microsoft Studios (Xbox 360, Xbox One, Windows Phone)
Sony Computer Entertainment (PS3, PS4, PS Vita)",No data,"Single-player, multiplayer"
Minecraft,"Mojang
4J Studios (console versions[1])","Mojang (PC, Mobile)
Microsoft Studios (Xbox 360, Xbox One, Windows Phone)
Sony Computer Entertainment (PS3, PS4, PS Vita)",No data,"Single-player, multiplayer"
The Unfinished Swan,"Giant Sparrow
SCE Santa Monica Studio",Sony Computer Entertainment,No data,Single-player
One Piece: Romance Dawn,Three Rings[1],Namco Bandai Games,No data,Single Player
KickBeat,Zen Studios,"Zen Studios
SCEA",No data,"Single-player, multiplayer"
Transistor,Supergiant Games,Supergiant Games,No data,Single-player
Yaiba: Ninja Gaiden Z,"Team Ninja
Spark Unlimited
Comcept",Tecmo Koei,No data,Single-player
Secrets of Rætikon,Broken Rules,Broken Rules,No data,Single-player
Futuridium EP Deluxe,MixedBag,MixedBag,No data,Single-player
Earth Defense Force 2025,Sandlot,D3 Publisher,No data,"Single-player, multiplayer"
The Legend of Korra,Platinum Games,Activision,No data,Single-player
Mario Golf: World Tour,Camelot Software Planning,Nintendo,No data,"Single-player
Multiplayer"
World of Tanks: Xbox 360 Edition,Wargaming West,No data,No data,Multiplayer
Godus,22Cans,22Cans,No data,No data
Gravity Crash,Just Add Water Ltd.,Sony Computer Entertainment,No data,"Single-player, multiplayer"
Fez,Polytron Corporation,"Microsoft Studios
Polytron Corporation
Trapdoor",No data,Single-player
Toxikk,Reakktor,No data,No data,No data
"Hatsune Miku: Project DIVA ƒ
Hatsune Miku: Project DIVA F","Sega
Crypton Future Media",Sega,No data,Single-player
Nihilumbra,BeautiFun Games,No data,No data,Single-player
Infamous Second Son,Sucker Punch Productions,Sony Computer Entertainment,No data,Single-player
Sniper Elite III,Rebellion Oxford,"505 Games
Rebellion Developments (PC version)",No data,"Single-player, multiplayer, co-op"
The Walking Dead: Season Two,Telltale Games,Telltale Games,No data,Single-player
Sunset Overdrive,Insomniac Games,Microsoft Studios,No data,"Single-player, co-operative"
The Witch and the Hundred Knight,Nippon Ichi Software,NIS America,No data,Single-player
Assassin's Creed IV: Black Flag,"Ubisoft Montreal

Additional work by:

Ubisoft Annecy
Ubisoft Bucharest
Ubisoft Kiev
Ubisoft Milan
Ubisoft Montpellier
Ubisoft Quebec
Ubisoft Singapore
Ubisoft Sofia",Ubisoft,No data,"Single-player, multiplayer[13]"
Elite: Dangerous,Frontier Developments,No data,No data,"Single-player,[10] Multiplayer"
PixelJunk Shooter 2,"Q-Games
Double Eleven","JP Q-Games
NA SCEA
PAL SCEE",No data,"Single-player, Cooperative Multiplayer, Competitive Multiplayer"
Hyperdimension Neptunia,"Idea Factory
Compile Heart
Felistella (PS Vita)","JP Compile Heart
NA NIS America
EU Tecmo Koei[1]


NA Idea Factory International (PS Vita)",No data,Single-player
Hitman: Absolution,IO Interactive,Square Enix,No data,"Single-player, multiplayer"
Castlevania: Lords of Shadow – Mirror of Fate,MercurySteam,Konami,No data,Single-player
Tomodachi Life,Nintendo SPD,Nintendo,No data,Single-player
Tales from the Borderlands,"Telltale Games

Additional work by:

Gearbox Software",Telltale Games,No data,Single-player
Legend of Grimrock,Almost Human Ltd.,Almost Human Ltd.,No data,Single-player
Loadout,Edge of Reality,Edge of Reality,No data,Multi-player
RollerCoaster Tycoon 4 Mobile,On5 Games,"Atari, Inc.",No data,Single-player
Deus Ex: Human Revolution,Eidos Montreal,Square Enix,No data,Single-player
Shovel Knight,Yacht Club Games,Yacht Club Games,No data,"Single-player, multiplayer"
The Sims 4,"EA Maxis
The Sims Studio",Electronic Arts,No data,Single-player
D4: Dark Dreams Don't Die,Access Games,Microsoft Studios,No data,Single-player[2]
"Super Smash Bros. for Nintendo 3DS
Super Smash Bros. for Wii U","Sora Ltd.[2]
Bandai Namco Games",Nintendo,No data,"Single-player
Multiplayer"
Persona 4 Arena Ultimax,"Arc System Works,
Atlus","Atlus

EU Sega",No data,No data
Monster Hunter Freedom Unite,Capcom,Capcom,No data,"Single-player, multiplayer"
"Super Smash Bros. for Nintendo 3DS
Super Smash Bros. for Wii U","Sora Ltd.[2]
Bandai Namco Games",Nintendo,No data,"Single-player
Multiplayer"
Hearthstone: Heroes of Warcraft,Blizzard Entertainment,Blizzard Entertainment,No data,No data
Fable,"Big Blue Box (Original)
Lionhead Studios (Lost Chapters/Anniversary)
Robosoft Technologies (Mac OS X)","Microsoft Game Studios
Feral Interactive (Mac OS X)",No data,Single player
Just Dance Now,"Ubisoft Massive
Ubisoft Milan",Ubisoft,No data,"Single-player, Multiplayer"
BioShock Infinite: Burial at Sea,Irrational Games,2K Games,No data,Single-player
Assassin's Creed Rogue,Ubisoft Sofia,Ubisoft,No data,Single-player
Call of Duty: Advanced Warfare,"Sledgehammer Games (PC, PS4 and Xbox One)
High Moon Studios (PS3 and Xbox 360)
Raven Software[1] (Multiplayer)","Activision
Square Enix (Japan)",No data,"Single-player
Multiplayer"
Double Dragon Neon,"WayForward Technologies
Abstraction Games (PC)","Majesco Entertainment
Midnight City (PC)

JP Arc System Works",No data,"Single-player, co-op"
Drawn to Life,"5th Cell
WayForward Technologies (iOS)[1]","NA/AUS/EU THQ


JP Agatsuma

505 Games (iOS)[2]",No data,"Single-player, multiplayer"
Nidhogg,Messhof,Messhof,No data,"Single-player, local multiplayer, online multiplayer"
"Pokémon Omega Ruby
Pokémon Alpha Sapphire",Game Freak,"Nintendo,
The Pokémon Company",No data,No data
Far Cry,Crytek,Ubisoft,No data,"Single-player, multiplayer"
BloodRayne: Betrayal,"WayForward Technologies (PS3, X360)
Abstraction Games (PC)","Majesco (US)
Arc System Works (JP)",No data,Single-player
Raven's Cry,Reality Pump Studios,TopWare Interactive,No data,Single-player
Lightning Returns: Final Fantasy XIII,"Square Enix 1st Production Department[1]
tri-Ace",Square Enix[1],No data,Single-player
Eternal Darkness: Sanity's Requiem,Silicon Knights,Nintendo,No data,Single-player
Shadow of the Eternals,Silicon Knights,Nintendo,No data,Single-player
Journey,Thatgamecompany,Sony Computer Entertainment,No data,"Single-player, co-op"
Fantasy Life,"Level-5
1-UP Studio","JP Level-5
NA Nintendo
PAL Nintendo",No data,No data
"Dreamfall Chapters:
The Longest Journey","Red Thread Games
Blink Studios",Red Thread Games,No data,Single-player
Lords of the Fallen,"Deck13 Interactive
CI Games","NA Bandai Namco Games
EU Square Enix",No data,Single-player
Adventure Time: The Secret of the Nameless Kingdom,WayForward Technologies,Little Orbit,No data,No data
OlliOlli,Roll7,Roll7,No data,Single-player
The Crew,"Ivory Tower
Ubisoft Reflections

Additional work by:

Asobo Studio (Xbox 360)",Ubisoft,No data,"Single-player, multiplayer"
Dust: An Elysian Tail,Humble Hearts,Microsoft Studios,No data,Single-player
Toukiden: The Age of Demons,Omega Force,Tecmo Koei,No data,"Single-player, Multi-player"
Homefront: The Revolution,Deep Silver Dambuster,Deep Silver,No data,"Single-player, multiplayer"
Professor Layton and the Azran Legacy,Level-5,"JP Level-5


NA / PAL Nintendo",No data,Single-player
Xenonauts,Goldhawk Interactive,No data,No data,Single-player
Pokémon Art Academy,Headstrong Games,Nintendo,No data,Single-player
Bayonetta 2,Platinum Games,Nintendo,No data,"Single-player, multiplayer"
NES Remix,"Nintendo EAD Tokyo
indieszero",Nintendo,No data,One- and two-player
Moon,Renegade Kid,"NA Mastiff[1]
EU Gamebridge",No data,Single-player
Magus,"Black Tower, Aksys Games",Aksys Games,No data,Single-player
Assassin's Creed Unity,Ubisoft Montreal,Ubisoft,No data,"Single-player, multiplayer"
Final Fantasy III,"Original version
Square
3D remake
Square Enix
Matrix Software[1]","Original version
Square
3D remake
Square Enix",No data,"Single-player
Multiplayer (remake only)"
Lifeless Planet,Stage 2 Studios,"Stage 2 Studios, Lace Mamba Global, KISS",No data,Single-player
The Legend of Heroes: Trails in the Sky,Nihon Falcom,"Nihon Falcom
Xseed Games (PSP)
Ghostlight (PSP)",No data,Single-player
Kingdom Under Fire II,"Blueside
Phantagram",No data,No data,Multiplayer
FIFA 15,EA Canada,EA Sports,No data,"Single-player, multiplayer"
Metal Gear Rising: Revengeance,"Platinum Games[1]
TransGaming (Mac)",Konami,No data,Single-player
Batman: Arkham Origins Blackgate,Armature Studio,Warner Bros. Interactive Entertainment,No data,Single-player
Pokémon Battle Trozei!,Genius Sonority,Nintendo,No data,"Single-player, multiplayer"
Dead Rising 3,Capcom Vancouver[1],"Microsoft Studios[1]
Capcom (PC/Xbox One Japan)",No data,"Single-player, multiplayer (online co-op)"
The Last Tinker: City of Colors,"Mimimi Productions
Loot Entertainment (PS4)",Unity Games,No data,Single-player
CounterSpy,Dynamighty,Sony Computer Entertainment,No data,Single-player
Dynasty Warriors: Gundam,"Koei
Omega Force",Bandai Namco Games,No data,1-2 players
Table Top Racing,Playrise Digital,Playrise Digital,No data,"Single-player, online multiplayer"
Ghost Blade,Hucast Games,Hucast Games,No data,Single-player
Dragon Age: Inquisition,BioWare,Electronic Arts,No data,"Single-player, multiplayer"
Helldivers,Arrowhead Game Studios,Sony Computer Entertainment,No data,"Single-player, Four player co-op"
F1 Race Stars,Codemasters Birmingham [1],Codemasters,No data,"Single-player, multiplayer[3]"
Shape Up,"Ubisoft Montreal

Additional work by:

Ubisoft Barcelona",Ubisoft,No data,"Single-player, multiplayer"
Monster Monpiece,Compile Heart,Idea Factory,No data,"Single-player, Online multiplayer"
Warframe,Digital Extremes[1],"Digital Extremes

SEA IAHGames (PC)",No data,"Single-player, multiplayer"
Fairy Fencer F,Compile Heart,"JP Idea Factory, Compile Heart
NA NIS America
EU NIS America",No data,Single player
Divinity: Original Sin,Larian Studios,Larian Studios,No data,"Single-player, multiplayer"
Pure Chess,VooFoo Studios,Ripstone,No data,"Single-player, Online"
Street Fighter IV,"Dimps
Capcom",Capcom,No data,"Single-player, competitive multiplayer"
God Eater 2,Shift,Namco Bandai Games,No data,No data
Wargame: Red Dragon,Eugen Systems,Focus Home Interactive,No data,Single player and Multiplayer
MX vs. ATV: Supercross,Rainbow Studios,Nordic Games GmbH,No data,"Single-player, multiplayer"
The Vanishing of Ethan Carter,The Astronauts,The Astronauts,No data,Single-player
Botanicula,Amanita Design,"Amanita Design, Daedalic Entertainment[1]",No data,Single-player
LittleBigPlanet 3,"Sumo Digital
XDev Europe[1]",Sony Computer Entertainment,No data,"Single-player, multiplayer"
Hohokum,"Honeyslug
Sony Santa Monica",Sony,No data,Single-player
Don't Starve (video game),Klei Entertainment,No data,No data,Single-player
EA Sports UFC,"EA Canada
SkyBox Labs",EA Sports,No data,No data
Total War: Shogun 2,"The Creative Assembly
Feral Interactive (OS X)[1]","Sega
Feral Interactive (OS X)",No data,"Single-player, multiplayer"
DUX,"HUCAST.Net
KonTechs Ltd",HUCAST.Net,No data,Single-player
Pier Solar and the Great Architects,WaterMelon,WaterMelon,No data,Single-player
Teslagrad,Rain Games,Rain Games,No data,Single Player
Soulcalibur: Lost Swords,Project Soul,Bandai Namco Games,No data,Single-player
Age of Empires: Castle Siege,Smoking Gun Interactive,Microsoft Studios,No data,Multiplayer
Sonic Jump Fever,Hardlight,Sega,No data,No data
Record of Agarest War Zero,"Idea Factory
Laughing Jackal (PC)","JP Compile Heart, Red Entertainment


NA Aksys Games


EU Ghostlight",No data,Single-player
Firefall,Red 5 Studios,"Red 5 Studios
Garena",No data,Multiplayer
Joe Danger,Hello Games,Hello Games[1],No data,"Single-player, multiplayer"
Dustforce,"Hitbox Team
QLOC (PSN/XBLA)",No data,No data,"Single-player, multiplayer"
My Singing Monsters,Big Blue Bubble Inc.,No data,No data,No data
"Naruto Shippuden:
Ultimate Ninja Storm Revolution",CyberConnect2,Bandai Namco Games,No data,"Single-player, multiplayer"
Strike Suit Zero,Born Ready Games,Born Ready Games,No data,Single-player
Costume Quest,Double Fine Productions,"THQ (2011-2013)
Nordic Games (2013-present)
Double Fine Productions (2013-present)[1]",No data,Single-player
Mini Metro,Dinosaur Polo Club,No data,No data,Single-player
Massive Chalice,Double Fine Productions,Double Fine Productions,No data,Single-player
The World Ends with You,"Square Enix
Jupiter
(Nintendo DS version)
Square Enix 1st Production Department
h.a.n.d.
(iOS version)","Square Enix
Ubisoft (Australia)",No data,"Single-player, multiplayer"
Final Fantasy X,"Square Enix
Virtuos[1]",Square Enix,No data,Single-player
Sonic & All-Stars Racing Transformed,Sumo Digital,Sega,No data,"Single-player, multiplayer"
Marvel Heroes,"Gazillion Entertainment
Secret Identity Studios",No data,No data,Multiplayer
Middle-earth: Shadow of Mordor,"Monolith Productions[1]
Behaviour Interactive (PS3/X360)",Warner Bros. Interactive Entertainment[1],No data,Single-player
Kinect Sports Rivals,Rare,Microsoft Studios,No data,"Single-player, multiplayer"
Hotline Miami,"Dennaton Games
Abstraction Games
(PS3, PS4, PSVita)",Devolver Digital,No data,Single-player
The Swapper,"Facepalm Games, Curve Studios (PlayStation/Nintendo versions)",Facepalm Games,No data,Single-player
Game of Thrones,Telltale Games,Telltale Games,No data,Single-player
Anomaly: Warzone Earth,11 bit studios,No data,No data,No data
Murasaki Baby,Ovosonico,Sony Computer Entertainment,No data,No data
XCOM: Enemy Within,"Firaxis Games
Feral Interactive (OS X, Linux)","2K Games
Feral Interactive (OS X, Linux)",No data,"Single-player, multiplayer"
Metal Gear Solid V: Ground Zeroes,Kojima Productions,Konami,No data,Single-player
Tom Clancy's Ghost Recon Phantoms,Ubisoft Singapore[1],Ubisoft[2],No data,Multiplayer
Thief,"Eidos Montreal
Nixxes Software BV (PC)[1]",Square Enix,No data,Single-player
Sleeping Dogs,"United Front Games
Square Enix London","Square Enix
Bandai Namco Games (Australia, New Zealand)[1]",No data,Single-player
Way of the Samurai 4,"Acquire
Laughing Jackal (PC)","JP Spike
NA XSEED Games
EU NIS America
WW Ghostlight (PC)",No data,Single-player
Rambo: The Video Game,Teyon,Reef Entertainment Ltd,No data,"Single-player, multiplayer"
Madden NFL 15,EA Tiburon,EA Sports,No data,No data
Velocity,"FuturLab
Curve Studios (PC)",FuturLab,No data,Single-player
Another World,"Delphine Software
Interplay Entertainment
(console versions)","Delphine Software
U.S. Gold
Interplay Entertainment
Virgin Interactive
The Digital Lounge
(15th Anniversary)
Focus Home Interactive
(20th Anniversary)",No data,Single-player
Stealth Bastard Deluxe,Curve Studios,No data,No data,Single-player
Mugen Souls,Compile Heart,"JP Compile Heart
NA NIS America",No data,Single-player
Metrico,Digital Dreams,Digital Dreams,No data,Single-player
Shantae and the Pirate's Curse,"WayForward Technologies
Inti Creates",No data,No data,Single-player
Defense Grid: The Awakening,Hidden Path Entertainment,"Hidden Path Entertainment (Win)
Microsoft Studios (XBLA)
Virtual Programming (OS X)",No data,Single-player
Destiny of Spirits,"SCE Japan Studio, Q Entertainment",Sony Computer Entertainment,No data,No data
The Lego Movie Videogame,"TT Fusion
TT Games",Warner Bros. Interactive Entertainment,No data,"Single-player, multiplayer"
Sword Art Online: Infinity Moment,Bandai Namco Games,Bandai Namco Games,No data,Single-player
Grid 2,"Codemasters Southam
Feral Interactive (Mac OS X)[1]","Codemasters
Feral Interactive (Mac OS X)",No data,"Single-player, multiplayer"
XCOM: Enemy Unknown,"Firaxis Games
Feral Interactive (OS X, Linux)","2K Games
Feral Interactive (OS X, Linux)",No data,"Single-player, multiplayer[6]"
Second Chance Heroes,Rocket City Studios,No data,No data,"Single-player, multiplayer"
Frozen Synapse,Mode 7,Mode 7,No data,"Single-player, multiplayer"
Neverending Nightmares,Infinitap Games,Infinitap Games,No data,Single-player
BioShock,"2K Boston and 2K Australia

Additional work by:

2K Marin (PS3)
Digital Extremes (PS3)[1][2]
Feral Interactive (OS X)[3]","2K Games
Feral Interactive (OS X)",No data,Single-player
Destiny,Bungie,"INT Activision
JP Sony Computer Entertainment
CIS ND Games",No data,"Single-player
Multiplayer"
Dragon Fin Soup,Grimm Bros.,No data,No data,Single-player
Blade Symphony,Puny Human,Puny Human Games,No data,Multi-player
Risen 3: Titan Lords,Piranha Bytes,Deep Silver,No data,Single-player
Fantasia: Music Evolved,Harmonix,Disney Interactive Studios,No data,"Single-player, multiplayer"
Outlast,Red Barrels,Red Barrels,No data,Single-player
Carmageddon: Reincarnation,Stainless Games,No data,No data,"Single-player, multiplayer"
Ar nosurge: Ode to an Unborn Star,Gust Co. Ltd.,Tecmo Koei,No data,No data
Killing Floor 2,Tripwire Interactive,No data,No data,"Single-player, multiplayer"
BattleBlock Theater,"The Behemoth
Big Timber Studio","Microsoft Studios
The Behemoth (Steam)",No data,"Single-player, Co-operative and competitive multiplayer (1-4 players, local and online)"
Shantae: Half-Genie Hero,"WayForward Technologies
Inti Creates",No data,No data,Single-player
World of Warships,"Lesta Studio
Wargaming",No data,No data,No data
Secret of Mana,"Square (SNES)
Square Enix (iOS)","Square (SNES)
Square Enix (iOS)",No data,"Single-player, multiplayer"
Half-Minute Hero: The Second Coming,Opus,"JP Marvelous AQL
NA Marvelous USA",No data,"Single-player, multiplayer"
MLB 14: The Show,SCE San Diego Studio,Sony Computer Entertainment,No data,"Single-player
Online multiplayer"
Deep Down,"Capcom Online Games
SCE Japan Studio",Capcom,No data,"Single-player
Multiplayer"
Fenix Rage,Green Lava Studios,Reverb Triple XP,No data,Single-player
The Elder Scrolls Online,ZeniMax Online Studios[1],Bethesda Softworks[2],No data,Multiplayer
Hatsune Miku: Project DIVA F 2nd,"Sega
Crypton Future Media",Sega,No data,Single-player
Crimsonland,10tons Entertainment,Reflexive Entertainment,No data,No data
Dead Nation,"Housemarque
Climax Studios (PS4 and PS Vita)",Sony Computer Entertainment,No data,"Single-player, multiplayer (co-op)"
Dark Souls II,From Software,"JP From Software
WW Bandai Namco Games",No data,"Single-player, multiplayer"
The Binding of Isaac: Rebirth,Nicalis,No data,No data,"Single-player, Co-Op"
Rogue Legacy,Cellar Door Games,No data,No data,No data
Atelier Rorona: The Alchemist of Arland,Gust,"JP Gust
NA NIS America
EU NIS Europe
AUS NIS America",No data,Single-player
World of Warcraft: Warlords of Draenor,Blizzard Entertainment,Blizzard Entertainment,No data,Online
Metro: Last Light,4A Games,"WW Deep Silver


JP Spike Chunsoft",No data,Single-player
MIND≒0,"Acquire, ZeroDiv","JP GungHo Online Entertainment


NA/EU Aksys Games",No data,Single-player
Vessel,Strange Loop Games,"Zoo Games
indiePub Games",No data,Single-player
Oddworld: New 'n' Tasty!,Just Add Water,Oddworld Inhabitants,No data,Single-player
Broken Age,Double Fine Productions,Double Fine Productions,No data,Single-player
Endless Legend,Amplitude Studios,Iceberg Interactive,No data,Single player and Multi-player
Pushmo World,"Intelligent Systems
Nintendo SPD",Nintendo,No data,Single-player
Freedom Wars,"SCE Japan Studio
Shift[1]
Dimps[1]",Sony Computer Entertainment,No data,"Single-player, multiplayer"
Mario Kart 8,Nintendo EAD Group No. 1,Nintendo,No data,"Single-player, multiplayer"
Freedom Planet,GalaxyTrail,GalaxyTrail,No data,Single-player
Chivalry: Medieval Warfare,Torn Banner Studios,No data,No data,Multiplayer
Payday 2,"Overkill Software
Starbreeze Studios",505 Games,No data,"Single-player, co-op"
Titanfall,Respawn Entertainment,Electronic Arts,No data,Online multiplayer
Digimon All-Star Rumble,Prope,Bandai Namco Games,No data,No data
Resident Evil 4,"Capcom Production

Studio 4

Nintendo GameCube
Capcom Production Studio 4
PlayStation 2/Wii
Capcom
Microsoft Windows
Sourcenext
QLOC (Ultimate HD Edition)","Capcom

Nintendo GameCube

JP/NA Capcom


EU Nintendo of Europe
AUS Nintendo Australia

PlayStation 2
Capcom
Microsoft Windows

JP Capcom


NA/PAL Ubisoft

Wii

JP/NA/EU Capcom


AUS Nintendo Australia


AUS Red Ant Enterprises


AUS THQ Asia Pacific",No data,Single-player
Phantom Breaker,"5pb., Delta Factory, R.U.N","5pb., 7Sixty",No data,No data
